,postid,DateTime,timestamp,username,entity_type,PostLevel,stcode11,dtcode11,post_description,feed_pictures,feed_video,feed_news,feed_documents,experience_rating,priority,tot_agreed,tot_disagreed,Language,lat,lng,pinned,tot_comments,entity_name,entity_id,uid,profile_picture,stname,dtname,Title,tsv,title_post_text,translation,lang,preprocessed_text,ngrams,score_keywords,cosine_sim,final_score,classifier
46,9.20492E+17,,1.60441E+12,Jaano Haryana,0,State,6,-1,"मुख्यमंत्री श्री @mlkhattar ने केन्द्रीय जल शक्ति मंत्री श्री @gssjodhpur से मांग की है कि ‘जल जीवन मिशन’ के तहत हरियाणा को ढाणियों में पेयजल कनेक्शन उपलब्ध करवाने के लिए 20 घरों व 100 की आबादी की शर्त में छूट प्रदान की जाए।
(Posted on Twitter by @DiprHaryana)",{},,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Haryana,,,"'100':34A '20':31A 'by':47A 'diprharyana':48A 'gssjodhpur':10A 'haryana':50C 'jaano':49C 'mlkhattar':3A 'on':45A 'posted':44A 'twitter':46A 'आबादी':36A 'उपलब्ध':27A 'कनेक्शन':26A 'करवाने':28A 'कि':15A 'की':13A,35A,37A,42A 'के':19A,29A 'केन्द्रीय':5A 'को':22A 'घरों':32A 'छूट':40A 'जल':6A,16A 'जाए':43A 'जीवन':17A 'ढाणियों':23A 'तहत':20A 'ने':4A 'पेयजल':25A 'प्रदान':41A 'मंत्री':8A 'मांग':12A 'मिशन':18A 'मुख्यमंत्री':1A 'में':24A,39A 'लिए':30A 'व':33A 'शक्ति':7A 'शर्त':38A 'श्री':2A,9A 'से':11A 'हरियाणा':21A 'है':14A", मुख्यमंत्री श्री @mlkhattar ने केन्द्रीय जल शक्ति मंत्री श्री @gssjodhpur से मांग की है कि ‘जल जीवन मिशन’ के तहत हरियाणा को ढाणियों में पेयजल कनेक्शन उपलब्ध करवाने के लिए 20 घरों व 100 की आबादी की शर्त में छूट प्रदान की जाए। (),"Chief Minister Shri @mlkhattar has demanded from the Union Minister of Water Power, Mr. @gssjodhpur that under the 'Jal Jeevan Mission', Haryana should be given exemption in terms of 20 households and 100 population to provide drinking water connection in Dhanis. ()",hi,"['c', 'मुख्यमंत्री', 'श्री', 'mlkhattar', 'ने', 'केन्द्रीय', 'जल', 'शक्ति', 'मंत्री', 'gssjodhpur', 'से', 'मांग', 'की', 'है', 'कि', '‘जल', 'जीवन', 'मिशन’', 'के', 'तहत', 'हरियाणा', 'को', 'ढाणियों', 'में', 'पेयजल', 'कनेक्शन', 'उपलब्ध', 'करवाने', 'लिए', 'घरों', 'व', 'आबादी', 'शर्त', 'छूट', 'प्रदान', 'जाए।']","['provide drinking water connection', 'mlk', 'chief minister shri', 'hat', 'population', 'demanded', 'gss', 'jodhpur', 'water power mr', 'given exemption', 'households', 'dhanis', 'terms', 'jal jeevan mission haryana', 'tar', 'union minister']",1,0.524332805,0.524332805,government works
53,1.28823E+17,,1.60441E+12,Jaano Rajasthan,0,State,8,-1,"When planning for a Rajasthan trip, this destination is a definite must-visit. From the Bengal tiger to the Indian leopard and the striped hyena, it offers a chance to witness some of India’s most exotic animals. Bujho toh Jaane!

#Rajasthan #RajasthanTourism #GuessThePlace 
(Posted on Twitter by @my_rajasthan)",{https://pbs.twimg.com/media/El5lKFzUYAIcofE.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Rajasthan,,,"'a':4A,10A,29A 'and':23A 'animals':39A 'bengal':17A 'bujho':40A 'by':49A 'chance':30A 'definite':11A 'destination':8A 'exotic':38A 'for':3A 'from':15A 'guesstheplace':45A 'hyena':26A 'india':35A 'indian':21A 'is':9A 'it':27A 'jaane':42A 'jaano':52C 'leopard':22A 'most':37A 'must':13A 'must-visit':12A 'my':50A 'of':34A 'offers':28A 'on':47A 'planning':2A 'posted':46A 'rajasthan':5A,43A,51A,53C 'rajasthantourism':44A 's':36A 'some':33A 'striped':25A 'the':16A,20A,24A 'this':7A 'tiger':18A 'to':19A,31A 'toh':41A 'trip':6A 'twitter':48A 'visit':14A 'when':1A 'witness':32A"," When planning for a Rajasthan trip, this destination is a definite must-visit. From the Bengal tiger to the Indian leopard and the striped hyena, it offers a chance to witness some of India’s most exotic animals. Bujho toh Jaane!  #Rajasthan #RajasthanTourism #GuessThePlace  ()","When planning for a Rajasthan trip, this destination is a definite must-visit. From the Bengal tiger to the Indian leopard and the striped hyena, it offers a chance to witness some of India’s most exotic animals. Bujho toh Jaane!  #Rajasthan #RajasthanTourism #GuessThePlace  ()",en,"['w', 'when', 'planning', 'for', 'a', 'rajasthan', 'trip', 'this', 'destination', 'is', 'definite', 'mustvisit', 'from', 'the', 'bengal', 'tiger', 'to', 'indian', 'leopard', 'and', 'striped', 'hyena', 'it', 'offers', 'chance', 'witness', 'some', 'of', 'india’s', 'most', 'exotic', 'animals', 'bujho', 'toh', 'jaane', 'rajasthantourism', 'guesstheplace']","['witness', 'offers', 'definite must visit', 'planning', 'exotic animals bujho toh jaane rajasthantourism', 'india', 'destination', 'chance', 'indian leopard', 'the', 'guess', 'rajasthan trip', 'place', 'striped hyena', 'bengal tiger', 'rajasthan']",1,0.420178043,0.420178043,travel and transport
54,1.98391E+18,,1.60441E+12,Jaano Assam,0,State,18,-1,"➡️Observance of Vigilance Awareness Week in Employee State Insurance Corporation (ESIC)

Details: https://t.co/o5vtKEdHox

@LabourMinistry @PIB_India @MIB_India @esichq 
(Posted on Twitter by @PIB_Guwahati)",{https://pbs.twimg.com/media/El5jevcVgAEkhvI.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Assam,,,"'/o5vtkedhox':15A 'assam':29C 'awareness':4A 'by':25A 'corporation':10A 'details':12A 'employee':7A 'esic':11A 'esichq':21A 'guwahati':27A 'in':6A 'india':18A,20A 'insurance':9A 'jaano':28C 'labourministry':16A 'mib':19A 'observance':1A 'of':2A 'on':23A 'pib':17A,26A 'posted':22A 'state':8A 't.co':14A 't.co/o5vtkedhox':13A 'twitter':24A 'vigilance':3A 'week':5A", ➡️Observance of Vigilance Awareness Week in Employee State Insurance Corporation (ESIC)  Details:   @LabourMinistry @PIB_India @MIB_India @esichq  (),➡️Observance of Vigilance Awareness Week in Employee State Insurance Corporation (ESIC)  Details:   @LabourMinistry @PIB_India @MIB_India @esichq  (),en,"['➡', '➡️observance', 'of', 'vigilance', 'awareness', 'week', 'in', 'employee', 'state', 'insurance', 'corporation', 'esic', 'details', 'labourministry', 'pibindia', 'mibindia', 'esichq']","['ministry', 'labour', 'observance', 'mib', 'employee state insurance corporation esic details', 'vigilance awareness week', 'sich', 'pib']",1,0.581431071,0.581431071,government works
55,3.8488E+18,,1.60441E+12,Jaano Goa,0,State,30,-1,"A step towards #AatmaNirbharBharat & #SwayampurnaGoa                        With this scheme of Directorate of #Fisheries be #AatmaNirbhar #BeAHero be an #entrepreneur ⁦@GovtofGoa⁩ ⁦@DrPramodPSawant⁩ 
(Posted on Twitter by @dip_goa)","{https://pbs.twimg.com/media/El5kIYTW0AEPGey.jpg,https://pbs.twimg.com/media/El5kI74W0AADy1T.jpg}",NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Goa,,,"'a':1A 'aatmanirbhar':14A 'aatmanirbharbharat':4A 'an':17A 'be':13A,16A 'beahero':15A 'by':24A 'dip':25A 'directorate':10A 'drpramodpsawant':20A 'entrepreneur':18A 'fisheries':12A 'goa':26A,28C 'govtofgoa':19A 'jaano':27C 'of':9A,11A 'on':22A 'posted':21A 'scheme':8A 'step':2A 'swayampurnagoa':5A 'this':7A 'towards':3A 'twitter':23A 'with':6A", A step towards #AatmaNirbharBharat & #SwayampurnaGoa                        With this scheme of Directorate of #Fisheries be #AatmaNirbhar #BeAHero be an #entrepreneur ⁦@GovtofGoa⁩ ⁦@DrPramodPSawant⁩  (),A step towards #AatmaNirbharBharat & #SwayampurnaGoa                        With this scheme of Directorate of #Fisheries be #AatmaNirbhar #BeAHero be an #entrepreneur ⁦@GovtofGoa⁩ ⁦@DrPramodPSawant⁩  (),en,"['a', 'step', 'towards', 'aatmanirbharbharat', 'swayampurnagoa', 'with', 'this', 'scheme', 'of', 'directorate', 'fisheries', 'be', 'aatmanirbhar', 'beahero', 'an', 'entrepreneur', '\u2066govtofgoa\u2069', '\u2066drpramodpsawant\u2069']","['goa', 'directorate ofbe beahero', 'scheme', 'fisheries', 'step towards', 'aat', 'govtofgoa drpramodpsawant', 'sway', 'amp', 'entrepreneur', 'bharat', 'irb', 'man', 'har', 'rna']",1,0.343258287,0.343258287,fisheries and animal husbandry
56,1.10138E+18,,1.60441E+12,Jaano Bihar,0,State,10,-1,"आज बिहार विधानसभा निर्वाचन के द्वितीय चरण के मतदान के दौरान मतदाताओं ने अपने अनुभव भी साझा किए। जिला - पटना।
#मास्क पहनकर बूथ चलेंगे, वोट करेंगे
#ElectionDepartmentBihar 
(Posted on Twitter by @CEOBihar)",{},https://video.twimg.com/ext_tw_video/1323604308328247297/pu/vid/1280x720/DCkXePiQCFfDRhQh.mp4?tag=10,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Bihar,,,"'bihar':34C 'by':31A 'ceobihar':32A 'electiondepartmentbihar':27A 'jaano':33C 'on':29A 'posted':28A 'twitter':30A 'अनुभव':15A 'अपने':14A 'आज':1A 'करेंगे':26A 'किए':18A 'के':5A,8A,10A 'चरण':7A 'चलेंगे':24A 'जिला':19A 'दौरान':11A 'द्वितीय':6A 'निर्वाचन':4A 'ने':13A 'पटना':20A 'पहनकर':22A 'बिहार':2A 'बूथ':23A 'भी':16A 'मतदाताओं':12A 'मतदान':9A 'मास्क':21A 'विधानसभा':3A 'वोट':25A 'साझा':17A"," आज बिहार विधानसभा निर्वाचन के द्वितीय चरण के मतदान के दौरान मतदाताओं ने अपने अनुभव भी साझा किए। जिला - पटना। #मास्क पहनकर बूथ चलेंगे, वोट करेंगे #ElectionDepartmentBihar  ()","Today, voters also shared their experiences during the second phase of Bihar assembly elections. District - Patna. # Booths will be worn wearing masks, will vote #ElectionDepartmentBihar ()",hi,"['t', 'आज', 'बिहार', 'विधानसभा', 'निर्वाचन', 'के', 'द्वितीय', 'चरण', 'मतदान', 'दौरान', 'मतदाताओं', 'ने', 'अपने', 'अनुभव', 'भी', 'साझा', 'किए।', 'जिला', 'पटना।', 'मास्क', 'पहनकर', 'बूथ', 'चलेंगे', 'वोट', 'करेंगे', 'electiondepartmentbihar']","['second phase', 'today voters also shared', 'bihar', 'department', 'election', 'bihar assembly elections district patna booths', 'experiences', 'worn wearing masks', 'vote']",1,0.512249961,0.512249961,government works
57,2.95682E+18,,1.60441E+12,Jaano Bihar,0,State,10,-1,"#CoronaVirusUpdates 
#बिहार
राज्य सरकार द्वारा जारी #कोरोना अपडेट्स 
▶️7000 कुल सक्रिय मामले
▶️96.30% रिकवरी रेट 
(Posted on Twitter by @PIB_Patna)",{https://pbs.twimg.com/media/El5iTIaU8AETGu-.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Bihar,,,'7000':9A '96.30':13A 'bihar':23C 'by':19A 'coronavirusupdates':1A 'jaano':22C 'on':17A 'patna':21A 'pib':20A 'posted':16A 'twitter':18A 'अपडेट्स':8A 'कुल':10A 'कोरोना':7A 'जारी':6A 'द्वारा':5A 'बिहार':2A 'मामले':12A 'राज्य':3A 'रिकवरी':14A 'रेट':15A 'सक्रिय':11A 'सरकार':4A, #CoronaVirusUpdates  #बिहार राज्य सरकार द्वारा जारी #कोरोना अपडेट्स  ▶️7000 कुल सक्रिय मामले ▶️96.30% रिकवरी रेट  (),#CoronaVirusUpdates #Corona Updates released by Bihar State Government ▶ ️7000 Total active cases ▶ ️96.30% Recovery Rate (),hi,"['coronavirusupdates', 'बिहार', 'राज्य', 'सरकार', 'द्वारा', 'जारी', 'कोरोना', 'अपडेट्स', '▶️', 'कुल', 'सक्रिय', 'मामले', 'रिकवरी', 'रेट']","['coronavirusupdatesupdates released', 'corona']",1,0.209300562,0.209300562,government works
58,2.10519E+17,,1.60441E+12,Jaano Bihar,0,State,10,-1,"Guava is a tropical fruit with a wide range of health benefits. The fruit is replete with antioxidants and other nutrients like vitamin C and lycopene. It is a powerhouse of fiber. Guava can help to manage diabetes, protect the heart, and boost digestive health. (1/2) 
(Posted on Twitter by @DEFCCOfficial)",{https://pbs.twimg.com/media/El5iAm8VcAgxCrt.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Bihar,,,"'1/2':46A 'a':3A,7A,29A 'and':19A,25A,42A 'antioxidants':18A 'benefits':12A 'bihar':53C 'boost':43A 'by':50A 'c':24A 'can':34A 'defccofficial':51A 'diabetes':38A 'digestive':44A 'fiber':32A 'fruit':5A,14A 'guava':1A,33A 'health':11A,45A 'heart':41A 'help':35A 'is':2A,15A,28A 'it':27A 'jaano':52C 'like':22A 'lycopene':26A 'manage':37A 'nutrients':21A 'of':10A,31A 'on':48A 'other':20A 'posted':47A 'powerhouse':30A 'protect':39A 'range':9A 'replete':16A 'the':13A,40A 'to':36A 'tropical':4A 'twitter':49A 'vitamin':23A 'wide':8A 'with':6A,17A"," Guava is a tropical fruit with a wide range of health benefits. The fruit is replete with antioxidants and other nutrients like vitamin C and lycopene. It is a powerhouse of fiber. Guava can help to manage diabetes, protect the heart, and boost digestive health. (1/2)  ()","Guava is a tropical fruit with a wide range of health benefits. The fruit is replete with antioxidants and other nutrients like vitamin C and lycopene. It is a powerhouse of fiber. Guava can help to manage diabetes, protect the heart, and boost digestive health. (1/2)  ()",en,"['g', 'guava', 'is', 'a', 'tropical', 'fruit', 'with', 'wide', 'range', 'of', 'health', 'benefits', 'the', 'replete', 'antioxidants', 'and', 'other', 'nutrients', 'like', 'vitamin', 'c', 'lycopene', 'it', 'powerhouse', 'fiber', 'can', 'help', 'to', 'manage', 'diabetes', 'protect', 'heart', 'boost', 'digestive']","['fiber guava', 'boost digestive health', 'fruit', 'replete', 'lycopene', 'manage diabetes protect', 'powerhouse', 'nutrients like vitamin c', 'heart', 'help', 'guava', 'antioxidants', 'tropical fruit', 'health benefits', 'wide range']",1,0.485137457,0.485137457,healthcare and medicine
59,2.07485E+18,,1.60441E+12,Jaano Uttar Pradesh,0,State,9,-1,"Flowing by ancient temples, caves and wildlife reserve; River Betwa, recites the splendor of its history and offers unmissable views! Tell us if you have been there and we'd love to see your pictures from there. #UPNahiDekhaTohIndiaNahiDekha
#UmmazingUP #Lalitpur 
(Posted on Twitter by @uptourismgov)",{https://pbs.twimg.com/media/El5h7qPUYAA9yZN.jpg},NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Uttar Pradesh,,,"'ancient':3A 'and':6A,17A,28A 'been':26A 'betwa':10A 'by':2A,44A 'caves':5A 'd':30A 'flowing':1A 'from':36A 'have':25A 'history':16A 'if':23A 'its':15A 'jaano':46C 'lalitpur':40A 'love':31A 'of':14A 'offers':18A 'on':42A 'pictures':35A 'posted':41A 'pradesh':48C 'recites':11A 'reserve':8A 'river':9A 'see':33A 'splendor':13A 'tell':21A 'temples':4A 'the':12A 'there':27A,37A 'to':32A 'twitter':43A 'ummazingup':39A 'unmissable':19A 'upnahidekhatohindianahidekha':38A 'uptourismgov':45A 'us':22A 'uttar':47C 'views':20A 'we':29A 'wildlife':7A 'you':24A 'your':34A"," Flowing by ancient temples, caves and wildlife reserve; River Betwa, recites the splendor of its history and offers unmissable views! Tell us if you have been there and we'd love to see your pictures from there. #UPNahiDekhaTohIndiaNahiDekha #UmmazingUP #Lalitpur  ()","Flowing by ancient temples, caves and wildlife reserve; River Betwa, recites the splendor of its history and offers unmissable views! Tell us if you have been there and we'd love to see your pictures from there. #UPNahiDekhaTohIndiaNahiDekha #UmmazingUP #Lalitpur  ()",en,"['f', 'flowing', 'by', 'ancient', 'temples', 'caves', 'and', 'wildlife', 'reserve', 'river', 'betwa', 'recites', 'the', 'splendor', 'of', 'its', 'history', 'offers', 'unmissable', 'views', 'tell', 'us', 'if', 'you', 'have', 'been', 'there', 'wed', 'love', 'to', 'see', 'your', 'pictures', 'from', 'upnahidekhatohindianahidekha', 'ummazingup', 'lalitpur']","['hide', 'offers unmissable views tell us', 'la', 'wildlife reserve river betwa recites', 'pur', 'indiana', 'love', 'ancient temples caves', 'splendor', 'lit', 'pictures', 'history', 'see', 'flowing', 'ummazingup', 'hat', 'kh', 'upn', 'oh']",1,0.407863062,0.407863062,travel and transport
60,3.93855E+18,,1.60441E+12,Jaano Puducherry,0,State,34,-1,"""When you understand the purpose of your work, you'll stay connected with the masses"": HLG @thekiranbedi to students at the webinar on ''Good Practices in Government Reaching Out to Masses', organized by Mata Sundari College for Women, @DelhiUniversity 
(Posted on Twitter by @LGov_Puducherry)","{https://pbs.twimg.com/media/El5hnePU0AAp3tn.jpg,https://pbs.twimg.com/media/El5hnu3VMAEWLgP.jpg}",NaN,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Puducherry,,,"'at':20A 'by':33A,43A 'college':36A 'connected':12A 'delhiuniversity':39A 'for':37A 'good':24A 'government':27A 'hlg':16A 'in':26A 'jaano':46C 'lgov':44A 'll':10A 'masses':15A,31A 'mata':34A 'of':6A 'on':23A,41A 'organized':32A 'out':29A 'posted':40A 'practices':25A 'puducherry':45A,47C 'purpose':5A 'reaching':28A 'stay':11A 'students':19A 'sundari':35A 'the':4A,14A,21A 'thekiranbedi':17A 'to':18A,30A 'twitter':42A 'understand':3A 'webinar':22A 'when':1A 'with':13A 'women':38A 'work':8A 'you':2A,9A 'your':7A"," ""When you understand the purpose of your work, you'll stay connected with the masses"": HLG @thekiranbedi to students at the webinar on ''Good Practices in Government Reaching Out to Masses', organized by Mata Sundari College for Women, @DelhiUniversity  ()","""When you understand the purpose of your work, you'll stay connected with the masses"": HLG @thekiranbedi to students at the webinar on ''Good Practices in Government Reaching Out to Masses', organized by Mata Sundari College for Women, @DelhiUniversity  ()",en,"['when', 'you', 'understand', 'the', 'purpose', 'of', 'your', 'work', 'youll', 'stay', 'connected', 'with', 'masses', 'hlg', 'thekiranbedi', 'to', 'students', 'at', 'webinar', 'on', 'good', 'practices', 'in', 'government', 'reaching', 'out', 'organized', 'by', 'mata', 'sundari', 'college', 'for', 'women', 'delhiuniversity']","['bed', 'women', 'masses organized', 'kiran', 'masses hlg', 'delhi', 'understand', 'government reaching', 'stay connected', 'mata sundari college', 'students', 'the', 'university', 'purpose', 'work', 'webinar', 'good practices']",1,0.560830523,0.560830523,education and skill development
61,1.1828E+18,,1.60441E+12,Jaano Telangana,0,State,36,-1,"#HyderabadPolice 
your police leave no stone unturned to help its citizens.
@shoafzalgunj https://t.co/7y7xUPSe7v
(Posted on Twitter by @TelanganaCOPs)",{},,NaN,,-1,,0,0,en,NaN,NaN,,,,,,,Telangana,,,'/7y7xupse7v':15A 'by':19A 'citizens':11A 'help':9A 'hyderabadpolice':1A 'its':10A 'jaano':21C 'leave':4A 'no':5A 'on':17A 'police':3A 'posted':16A 'shoafzalgunj':12A 'stone':6A 't.co':14A 't.co/7y7xupse7v':13A 'telangana':22C 'telanganacops':20A 'to':8A 'twitter':18A 'unturned':7A 'your':2A, #HyderabadPolice  your police leave no stone unturned to help its citizens. @shoafzalgunj  (),#HyderabadPolice  your police leave no stone unturned to help its citizens. @shoafzalgunj  (),en,"['hyderabadpolice', 'your', 'police', 'leave', 'no', 'stone', 'unturned', 'to', 'help', 'its', 'citizens', 'shoafzalgunj']","['citizens', 'police leave', 'fz', 'al', 'sho', 'gun', 'stone unturned', 'help', 'hyderabadpolice']",1,0.546117727,0.546117727,government works
